name,mobile,email,password,taluka,district
Kavita Dhumal,7648445619,kavitadhumal@nexora.in,farm123,Naigaon,Nanded
Krushna Kachare,6559687734,krushnakachare2@nexora.in,farm123,Mohadi,Bhandara
Vimal Rathod,9559109008,vimalrathod@nexora.in,farm123,Sengaon,Hingoli
Balasaheb Zende,9182445304,balasahebzende@nexora.in,farm123,Manora,Washim
Kiran Mahajan,8000023583,kiranmahajan@nexora.in,farm123,Nandurbar,Nandurbar
Eknath Borate,8869995772,eknathborate2@nexora.in,farm123,Vasai,Palghar
Ramesh Kale,9786753207,rameshkale@nexora.in,farm123,Aundha Nagnath,Hingoli
Ramesh Nalawade,7904304897,rameshnalawade@nexora.in,farm123,Manwath,Parbhani
Ganesh Takawale,9861154677,ganeshtakawale@nexora.in,farm123,Latur,Latur
Manisha Naikwadi,9597555345,manishanaikwad@nexora.in,farm123,Radhanagari,Kolhapur
Vasant Wagh,9925321263,vasantwagh@nexora.in,farm123,Solapur North,Solapur
Seema Kadam,9765330535,seemakadam@nexora.in,farm123,Jalgaon Jamod,Buldhana
Vimal Sable,8734357442,vimalsable@nexora.in,farm123,Mudkhed,Nanded
Rajesh Chavhan,6096469974,rajeshchavhan@nexora.in,farm123,Sakoli,Bhandara
Raghunath Sathe,9662421718,raghunathsathe@nexora.in,farm123,Pusad,Yavatmal
Milind Hiwale,8768239985,milindhiwale@nexora.in,farm123,Madha,Solapur
Keshav Takawale,7908309683,keshavtakawale@nexora.in,farm123,Pathri,Parbhani
Vishal Chougule,9747950431,vishalchougule@nexora.in,farm123,Gangapur,Chhatrapati Sambhajinagar (Aurangabad)
Sunil Deshpande,9576099554,sunildeshpande2@nexora.in,farm123,Arvi,Wardha
Bandu Chavan,8464675571,banduchavan@nexora.in,farm123,Arni,Yavatmal
Dilip Gaikwad,8087672291,dilipgaikwad@nexora.in,farm123,Shirur Anantpal,Latur
Radhika Wagh,7732243357,radhikawagh@nexora.in,farm123,Sadak-Arjuni,Gondia
Arun Vhatkar,8294906228,arunvhatkar@nexora.in,farm123,Byculla,Mumbai City
Kavita Shelke,6005632525,kavitashelke@nexora.in,farm123,Igatpuri,Nashik
Amol Ubale,9969752389,amolubale@nexora.in,farm123,Kalameshwar,Nagpur
Maruti Yeole,7840149722,marutiyeole@nexora.in,farm123,Dharur,Beed
Keshav Thorat,7516301027,keshavthorat@nexora.in,farm123,Poladpur,Raigad
Shobha Suryawanshi,6362106250,shobhasuryawan@nexora.in,farm123,Colaba,Mumbai City
Shivaji Vibhute,7099394333,shivajivibhute@nexora.in,farm123,Mul,Chandrapur
Sunil Jagtap,9531477595,suniljagtap@nexora.in,farm123,Sindewahi,Chandrapur
Kavita Zaware,7309859883,kavitazaware2@nexora.in,farm123,Deori,Gondia
Keshav Sable,9172862806,keshavsable@nexora.in,farm123,Guhagar,Ratnagiri
Keshav Hande,7620969741,keshavhande@nexora.in,farm123,Bhamragad,Gadchiroli
Yamuna Bansode,8716084384,yamunabansode@nexora.in,farm123,Majalgaon,Beed
Baburao Borate,7593906749,baburaoborate@nexora.in,farm123,Mouda,Nagpur
Govind Ghadge,6097522500,govindghadge@nexora.in,farm123,Mehkar,Buldhana
Anita Bhandare,8390095284,anitabhandare@nexora.in,farm123,Barshitakli,Akola
Krushna Sathe,6739806692,krushnasathe@nexora.in,farm123,Umarkhed,Yavatmal
Vinod Joshi,7857374509,vinodjoshi@nexora.in,farm123,Mokhada,Palghar
Deepak Zaware,7265958090,deepakzaware@nexora.in,farm123,Ratnagiri,Ratnagiri
Snehal Takawale,8122557590,snehaltakawale@nexora.in,farm123,Jafrabad,Jalna
Neelam Ghule,8692200713,neelamghule@nexora.in,farm123,Korpana,Chandrapur
Neelam Tupe,7910846962,neelamtupe@nexora.in,farm123,Malwan,Sindhudurg
Namdev Joshi,9161616387,namdevjoshi@nexora.in,farm123,Deori,Gondia
Sushila Ghorpade,9877744848,sushilaghorpad@nexora.in,farm123,Ballarpur,Chandrapur
Ramchandra Fadnavis,7751182015,ramchandrafadn@nexora.in,farm123,Kurla,Mumbai Suburban
Dnyaneshwar Dabhade,7011337099,dnyaneshwardab@nexora.in,farm123,Manwath,Parbhani
Umesh Gaikwad,6753432782,umeshgaikwad@nexora.in,farm123,Patoda,Beed
Balasaheb Kadam,7006323553,balasahebkadam3@nexora.in,farm123,Sindkheda,Dhule
Sunil Chavan,6038726280,sunilchavan@nexora.in,farm123,Murbad,Thane
Ravi Zaware,8371779305,ravizaware@nexora.in,farm123,Lakhani,Bhandara
Shrikant Zaware,6694786851,shrikantzaware@nexora.in,farm123,Phaltan,Satara
Shobha Joshi,6487430929,shobhajoshi2@nexora.in,farm123,Desaiganj,Gadchiroli
Anand Deshmukh,7404601980,ananddeshmukh@nexora.in,farm123,Shahapur,Thane
Rajesh Salunkhe,8869985566,rajeshsalunkhe@nexora.in,farm123,Pathardi,Ahilyanagar (Ahmednagar)
Krushna Lokhande,9012771974,krushnalokhand@nexora.in,farm123,Hatkanangale,Kolhapur
Amol Bhosale,9352190496,amolbhosale2@nexora.in,farm123,Sindewahi,Chandrapur
Vasant Landge,6892370364,vasantlandge@nexora.in,farm123,Khuldabad,Chhatrapati Sambhajinagar (Aurangabad)
Vimal Deshmukh,6829806228,vimaldeshmukh@nexora.in,farm123,Gadhinglaj,Kolhapur
Vishal Naikwadi,6416728329,vishalnaikwadi@nexora.in,farm123,Warora,Chandrapur
Shrikant Pawar,9772807826,shrikantpawar@nexora.in,farm123,Andheri,Mumbai Suburban
Sushila Mahajan,8046523526,sushilamahajan@nexora.in,farm123,Nevasa,Ahilyanagar (Ahmednagar)
Raghunath Yeole,6970962626,raghunathyeole@nexora.in,farm123,Kudal,Sindhudurg
Archana Chavan,6674648161,archanachavan@nexora.in,farm123,Shrivardhan,Raigad
Uttam Gaikwad,8439185356,uttamgaikwad@nexora.in,farm123,Sakoli,Bhandara
Swati Chavhan,7845646745,swatichavhan@nexora.in,farm123,Kelapur,Yavatmal
Tanaji Kale,9980625640,tanajikale@nexora.in,farm123,Bhandara,Bhandara
Deepak Hande,7656454619,deepakhande@nexora.in,farm123,Kalamnuri,Hingoli
Manohar Pawar,7172995295,manoharpawar@nexora.in,farm123,Pauni,Bhandara
Sarika Fadnavis,7684802828,sarikafadnavis@nexora.in,farm123,Fort,Mumbai City
Shankar Landge,9798445862,shankarlandge@nexora.in,farm123,Desaiganj,Gadchiroli
Vinod Fadnavis,7215538495,vinodfadnavis@nexora.in,farm123,Karanja,Wardha
Shivaji Kulkarni,8693411790,shivajikulkarn@nexora.in,farm123,Soegaon,Chhatrapati Sambhajinagar (Aurangabad)
Balasaheb Patil,6609230640,balasahebpatil@nexora.in,farm123,Mahabaleshwar,Satara
Raghunath Solanke,8052256958,raghunathsolan@nexora.in,farm123,Ambarnath,Thane
Sunil Ohol,9739821116,sunilohol@nexora.in,farm123,Kelapur,Yavatmal
Narayan Salunkhe,7603877542,narayansalunkh@nexora.in,farm123,Kalameshwar,Nagpur
Kavita Ubhe,8537999766,kavitaubhe@nexora.in,farm123,Hingoli,Hingoli
Vishal Gaikwad,6950085692,vishalgaikwad@nexora.in,farm123,Murtajapur,Akola
Anil Damle,6774013719,anildamle@nexora.in,farm123,Hingoli,Hingoli
Balasaheb Randhawa,8264700340,balasahebrandh@nexora.in,farm123,Jafrabad,Jalna
Rahul Gawali,6836234848,rahulgawali@nexora.in,farm123,Jaoli,Satara
Sindhu Jare,8377649680,sindhujare@nexora.in,farm123,Karjat,Raigad
Chhaya Randhawa,9294343438,chhayarandhawa2@nexora.in,farm123,Udgir,Latur
Krushna Wagh,7055038634,krushnawagh@nexora.in,farm123,Koregaon,Satara
Santosh Kulkarni,7583171621,santoshkulkarn@nexora.in,farm123,Akot,Akola
Sushila Sathe,8460090122,sushilasathe@nexora.in,farm123,Shirpur,Dhule
Baburao Adsul,6154534410,baburaoadsul@nexora.in,farm123,Soegaon,Chhatrapati Sambhajinagar (Aurangabad)
Shivaji Dabhade,6662698387,shivajidabhade@nexora.in,farm123,Pandharpur,Solapur
Sunil Thorat,8280713877,sunilthorat@nexora.in,farm123,Kurla,Mumbai Suburban
Rajesh Bhandare,8904210629,rajeshbhandare@nexora.in,farm123,Gondpimpri,Chandrapur
Rajendra Borate,6586603476,rajendraborate2@nexora.in,farm123,Partur,Jalna
Krushna Deshpande,8717265098,krushnadeshpan@nexora.in,farm123,Karanja,Washim
Ganesh Waghmare,7838217414,ganeshwaghmare2@nexora.in,farm123,Nagpur Rural,Nagpur
Pravin Pawar,9831108591,pravinpawar@nexora.in,farm123,Barshitakli,Akola
Tukaram Chavan,8503626535,tukaramchavan@nexora.in,farm123,Chandgad,Kolhapur
Arun Hiwale,7401962834,arunhiwale2@nexora.in,farm123,Shirala,Sangli
Keshav Joshi,9218010885,keshavjoshi@nexora.in,farm123,Kalyan,Thane
Ajit Mane,8500717185,ajitmane@nexora.in,farm123,Mudkhed,Nanded
Sachin Rathod,6788485575,sachinrathod2@nexora.in,farm123,Mangalvedhe,Solapur
Ajit More,6235843522,ajitmore@nexora.in,farm123,Biloli,Nanded
Ramchandra Mahajan,6500580396,ramchandramaha@nexora.in,farm123,Ambajogai,Beed
Tanaji Suryawanshi,9380980067,tanajisuryawan@nexora.in,farm123,Mandangad,Ratnagiri
Gopal Vhatkar,7724171447,gopalvhatkar@nexora.in,farm123,Chalisgaon,Jalgaon
Maruti Yeole,8047996741,marutiyeole2@nexora.in,farm123,Kankavli,Sindhudurg
Jagdish Jagtap,8552610916,jagdishjagtap2@nexora.in,farm123,Dharur,Beed
Keshav Chavhan,7589638873,keshavchavhan@nexora.in,farm123,Kelapur,Yavatmal
Ganesh Landge,6785275723,ganeshlandge@nexora.in,farm123,Sonpeth,Parbhani
Tanaji Pawar,9394585071,tanajipawar@nexora.in,farm123,Chandgad,Kolhapur
Ashok Pawar,8148232469,ashokpawar@nexora.in,farm123,Sangameshwar,Ratnagiri
Sindhu Hiwale,7824968546,sindhuhiwale@nexora.in,farm123,Baramati,Pune
Chandrakant Hande,8397224641,chandrakanthan@nexora.in,farm123,Khandala,Satara
Keshav Pardeshi,7247679634,keshavpardeshi@nexora.in,farm123,Aurangabad,Chhatrapati Sambhajinagar (Aurangabad)
Sunanda Patil,7075110315,sunandapatil@nexora.in,farm123,Risod,Washim
Bhausaheb Holkar,7418254303,bhausahebholka@nexora.in,farm123,Mohadi,Bhandara
Bhausaheb Yeole,7237262148,bhausahebyeole@nexora.in,farm123,Peth,Nashik
Deepak Kadam,9437960971,deepakkadam@nexora.in,farm123,Kalamb,Dharashiv (Osmanabad)
Kiran Ubhe,9182466589,kiranubhe@nexora.in,farm123,Mouda,Nagpur
Yogesh Patil,9451462001,yogeshpatil@nexora.in,farm123,Nevasa,Ahilyanagar (Ahmednagar)
Ishwar Pardeshi,8142215128,ishwarpardeshi@nexora.in,farm123,Tasgaon,Sangli
Kalpana Dhumal,7866218987,kalpanadhumal2@nexora.in,farm123,Partur,Jalna
Gopal Damle,7466049710,gopaldamle@nexora.in,farm123,Tala,Raigad
Kalpana Dhumal,7124769843,kalpanadhumal@nexora.in,farm123,Talode,Nandurbar
Maruti Jadhav,8805697290,marutijadhav@nexora.in,farm123,Ardhapur,Nanded
Yamuna Pardeshi,9465956099,yamunapardeshi@nexora.in,farm123,Chamorshi,Gadchiroli
Sunanda Kulkarni,7407857663,sunandakulkarn@nexora.in,farm123,Ambad,Jalna
Dattatray Nalawade,9714856819,dattatraynalaw@nexora.in,farm123,Akot,Akola
Rupali Sable,8934917540,rupalisable@nexora.in,farm123,Sakoli,Bhandara
Narayan Chougule,9152270428,narayanchougul@nexora.in,farm123,Lanja,Ratnagiri
Popat Yeole,9265498101,popatyeole@nexora.in,farm123,Mukhed,Nanded
Laxman Damle,8120677410,laxmandamle@nexora.in,farm123,Roha,Raigad
Vijay Thorat,8529678349,vijaythorat@nexora.in,farm123,Sudhagad-Pali,Raigad
Vasudev Sathe,8699845050,vasudevsathe@nexora.in,farm123,Ralegaon,Yavatmal
Kailas Patil,7192787680,kailaspatil@nexora.in,farm123,Tumsar,Bhandara
Dattatray Bhandare,6485403304,dattatraybhand@nexora.in,farm123,Sawantwadi,Sindhudurg
Dnyaneshwar Fadnavis,9310727593,dnyaneshwarfad@nexora.in,farm123,Uran,Raigad
Anand Ubale,6881167158,anandubale@nexora.in,farm123,Mangrulpir,Washim
Gopichand Jagtap,7814660721,gopichandjagta@nexora.in,farm123,Chamorshi,Gadchiroli
Bharat Randhawa,9974655495,bharatrandhawa@nexora.in,farm123,Vengurla,Sindhudurg
Pooja Shinde,7753010793,poojashinde@nexora.in,farm123,Junnar,Pune
Shobha Wagh,7631610790,shobhawagh2@nexora.in,farm123,Manwath,Parbhani
Rahul Zaware,6437835722,rahulzaware@nexora.in,farm123,Purna,Parbhani
Kiran Mane,7242590338,kiranmane3@nexora.in,farm123,Palus,Sangli
Prashant Waghmare,8575896885,prashantwaghma@nexora.in,farm123,Byculla,Mumbai City
Pandurang Ghule,9984848459,pandurangghule@nexora.in,farm123,Hingoli,Hingoli
Gopal Lokhande,9353148885,gopallokhande2@nexora.in,farm123,Lakhandur,Bhandara
Ishwar Shinde,6284366517,ishwarshinde@nexora.in,farm123,Sakri,Dhule
Rupali Borate,8154130123,rupaliborate@nexora.in,farm123,Kalamb,Yavatmal
Manohar Sable,9028954660,manoharsable@nexora.in,farm123,Biloli,Nanded
Kalpana Pardeshi,7943202403,kalpanapardesh@nexora.in,farm123,Vengurla,Sindhudurg
Pooja Pawar,9142097570,poojapawar@nexora.in,farm123,Dadar,Mumbai City
Ishwar Rasal,8455364077,ishwarrasal@nexora.in,farm123,Bhusawal,Jalgaon
Seema Naikwadi,7413690565,seemanaikwadi2@nexora.in,farm123,Dhule,Dhule
Sachin Dabhade,6988549107,sachindabhade@nexora.in,farm123,Wadwani,Beed
Seema Lokhande,8522315544,seemalokhande@nexora.in,farm123,Digras,Yavatmal
Anil Mhaske,9119579282,anilmhaske2@nexora.in,farm123,Wani,Yavatmal
Shrikant Kadam,9164405837,shrikantkadam@nexora.in,farm123,Mangrulpir,Washim
Namdev Rane,8251056195,namdevrane@nexora.in,farm123,Chandrapur,Chandrapur
Mangal Chavhan,6471425204,mangalchavhan@nexora.in,farm123,Akkalkuwa,Nandurbar
Vithal Deshpande,6149920445,vithaldeshpand@nexora.in,farm123,Radhanagari,Kolhapur
Maruti Powar,8381780986,marutipowar@nexora.in,farm123,Kalamnuri,Hingoli
Kiran Mane,8321147606,kiranmane2@nexora.in,farm123,Naigaon,Nanded
Tanaji Nikam,9900462471,tanajinikam@nexora.in,farm123,Shirur Anantpal,Latur
Anand Jadhav,9766071784,anandjadhav@nexora.in,farm123,Nagpur Urban,Nagpur
Sunil Tupe,6214023395,suniltupe@nexora.in,farm123,Maan,Satara
Sanjay More,6434205273,sanjaymore@nexora.in,farm123,Ralegaon,Yavatmal
Lata Jare,9464624325,latajare@nexora.in,farm123,Barshitakli,Akola
Hanumant Hande,6217990271,hanumanthande@nexora.in,farm123,Hadgaon,Nanded
Manisha Damle,6538350887,manishadamle2@nexora.in,farm123,Saoli,Chandrapur
Pooja Rasal,7423806197,poojarasal@nexora.in,farm123,Kalamnuri,Hingoli
Rajendra Mane,7175433599,rajendramane@nexora.in,farm123,Beed,Beed
Uttam Dabhade,8698066697,uttamdabhade@nexora.in,farm123,Desaiganj,Gadchiroli
Namdev Chavan,8087983842,namdevchavan@nexora.in,farm123,Risod,Washim
Sunanda Zende,6503395107,sunandazende@nexora.in,farm123,Bhadravati,Chandrapur
Vishal Yeole,9341810223,vishalyeole@nexora.in,farm123,Sudhagad-Pali,Raigad
Laxman Sathe,6186907669,laxmansathe@nexora.in,farm123,Etapalli,Gadchiroli
Chhaya Damle,6521541032,chhayadamle@nexora.in,farm123,Motala,Buldhana
Sunil Rasal,7364577897,sunilrasal@nexora.in,farm123,Jaoli,Satara
Anita Jare,8640814516,anitajare@nexora.in,farm123,Deoli,Wardha
Kalpana Kulkarni,9231264506,kalpanakulkarn@nexora.in,farm123,Borivali,Mumbai Suburban
Baburao Ubale,8038604595,baburaoubale@nexora.in,farm123,Loha,Nanded
Deepak More,7959294878,deepakmore2@nexora.in,farm123,Nilanga,Latur
Sushila Nalawade,6801889029,sushilanalawad@nexora.in,farm123,Borivali,Mumbai Suburban
Vithal Sable,8044577769,vithalsable@nexora.in,farm123,Chakur,Latur
Ganesh Fadnavis,9328673056,ganeshfadnavis@nexora.in,farm123,Colaba,Mumbai City
Swati Ghorpade,8321039357,swatighorpade@nexora.in,farm123,Gaganbawada,Kolhapur
Vijay Ohol,7077864183,vijayohol@nexora.in,farm123,Telhara,Akola
Dnyaneshwar Borate,7901340362,dnyaneshwarbor@nexora.in,farm123,Vaibhavwadi,Sindhudurg
Jagdish Jadhav,8314663377,jagdishjadhav@nexora.in,farm123,Khatav,Satara
Vandana Pardeshi,9285983568,vandanapardesh@nexora.in,farm123,Jalna,Jalna
Ravi Yeole,9184141016,raviyeole@nexora.in,farm123,Kavathemahankal,Sangli
Vijay Landge,6766214655,vijaylandge@nexora.in,farm123,Nevasa,Ahilyanagar (Ahmednagar)
Vinod Gawali,6432719274,vinodgawali@nexora.in,farm123,Manora,Washim
Balasaheb Gadhave,9123977674,balasahebgadha@nexora.in,farm123,Kalwan,Nashik
Gopal Mahajan,6644743619,gopalmahajan2@nexora.in,farm123,Sawantwadi,Sindhudurg
Rupali Gadhave,8540110381,rupaligadhave@nexora.in,farm123,Erandol,Jalgaon
Pandurang Mane,9031313605,pandurangmane@nexora.in,farm123,Dhule,Dhule
Kavita Zaware,8526698387,kavitazaware@nexora.in,farm123,Vaijapur,Chhatrapati Sambhajinagar (Aurangabad)
Deepak Kulkarni,8493652530,deepakkulkarni@nexora.in,farm123,Pombhurna,Chandrapur
Raghunath Waghmare,8449215548,raghunathwaghm@nexora.in,farm123,Shirpur,Dhule
Yashwant Thorat,8479815124,yashwantthorat@nexora.in,farm123,Pen,Raigad
Manohar Shinde,6627940364,manoharshinde2@nexora.in,farm123,Paithan,Chhatrapati Sambhajinagar (Aurangabad)
Kavita Randhawa,8241326230,kavitarandhawa@nexora.in,farm123,Salekasa,Gondia
Sindhu Ghule,7943070543,sindhughule@nexora.in,farm123,Kuhi,Nagpur
Rahul Zende,9014478905,rahulzende@nexora.in,farm123,Malkapur,Buldhana
Ajit Kadam,7648869462,ajitkadam@nexora.in,farm123,Nevasa,Ahilyanagar (Ahmednagar)
Archana Ohol,7705020556,archanaohol@nexora.in,farm123,Mangaon,Raigad
Sopan Ghorpade,8534757780,sopanghorpade@nexora.in,farm123,Borivali,Mumbai Suburban
Rajesh Sathe,9057608318,rajeshsathe@nexora.in,farm123,Amgaon,Gondia
Chandrakant More,7973117767,chandrakantmor@nexora.in,farm123,Satara,Satara
Tanaji Deshpande,6631872113,tanajideshpand@nexora.in,farm123,Jalna,Jalna
Vimal Bansode,9074087207,vimalbansode2@nexora.in,farm123,Shrigonda,Ahilyanagar (Ahmednagar)
Sunil Gaikwad,6376465311,sunilgaikwad2@nexora.in,farm123,Bhiwandi,Thane
Ravindra Solanke,9620850566,ravindrasolank@nexora.in,farm123,Sailu,Parbhani
Vithal Gaikwad,9341430920,vithalgaikwad@nexora.in,farm123,Kankavli,Sindhudurg
Keshav Randhawa,9323031637,keshavrandhawa@nexora.in,farm123,Parbhani,Parbhani
Baburao Landge,9456552668,baburaolandge2@nexora.in,farm123,Vikramgad,Palghar
Vijay Satpute,6854809943,vijaysatpute@nexora.in,farm123,Kadegaon,Sangli
Shankar Wagh,8888005970,shankarwagh@nexora.in,farm123,Motala,Buldhana
Uttam Waghmare,7702634176,uttamwaghmare@nexora.in,farm123,Shevgaon,Ahilyanagar (Ahmednagar)
Sindhu Lokhande,9373870052,sindhulokhande@nexora.in,farm123,Thane,Thane
Jagdish Suryawanshi,8048205254,jagdishsuryawa@nexora.in,farm123,Kalamnuri,Hingoli
Gopichand Mahajan,6230357783,gopichandmahaj@nexora.in,farm123,Lakhani,Bhandara
Kavita Waghmare,6322124303,kavitawaghmare@nexora.in,farm123,Umarga,Dharashiv (Osmanabad)
Prashant Naikwadi,6458779087,prashantnaikwa@nexora.in,farm123,Deoli,Wardha
Hanumant Nalawade,9955194324,hanumantnalawa@nexora.in,farm123,Malshiras,Solapur
Ramchandra Kale,7850056699,ramchandrakale@nexora.in,farm123,Kalamnuri,Hingoli
Kavita Ghorpade,9719663963,kavitaghorpade@nexora.in,farm123,Mahad,Raigad
Zaheer Bhosale,9514132669,zaheerbhosale@nexora.in,farm123,Amravati,Amravati
Zaheer Salunkhe,7604939157,zaheersalunkhe2@nexora.in,farm123,Dadar,Mumbai City
Ravi Bhandare,7417445761,ravibhandare@nexora.in,farm123,Jalna,Jalna
Rajendra Powar,8051523606,rajendrapowar2@nexora.in,farm123,Maval,Pune
Pooja Kadam,8609235756,poojakadam@nexora.in,farm123,Akot,Akola
Vijay Takawale,7118437198,vijaytakawale2@nexora.in,farm123,Lakhandur,Bhandara
Bandu Pawar,6403770925,bandupawar@nexora.in,farm123,Lakhandur,Bhandara
Keshav Naikwadi,8090358445,keshavnaikwadi@nexora.in,farm123,Kalamnuri,Hingoli
Namdev Borate,6255671032,namdevborate@nexora.in,farm123,Ahmedpur,Latur
Narayan Ohol,6591945070,narayanohol@nexora.in,farm123,Chikhaldara,Amravati
Mangesh Dabhade,6873739159,mangeshdabhade@nexora.in,farm123,Sindewahi,Chandrapur
Uttam Borate,8765974070,uttamborate@nexora.in,farm123,Sironcha,Gadchiroli
Rajendra Damle,9832664286,rajendradamle@nexora.in,farm123,Trimbakeshwar,Nashik
Baban Hande,6268569750,babanhande@nexora.in,farm123,Shahuwadi,Kolhapur
Yashwant More,8353183992,yashwantmore@nexora.in,farm123,Dhamangaon,Amravati
Maruti Sable,6630381232,marutisable@nexora.in,farm123,Muktainagar,Jalgaon
Yashwant Shelke,9221736433,yashwantshelke@nexora.in,farm123,Jafrabad,Jalna
Vasant Bhosale,9930723933,vasantbhosale@nexora.in,farm123,Jaoli,Satara
Manohar Rasal,6808993364,manoharrasal@nexora.in,farm123,Gadchiroli,Gadchiroli
Popat Ubhe,8783485591,popatubhe2@nexora.in,farm123,Motala,Buldhana
Prashant Zende,9583391864,prashantzende@nexora.in,farm123,Parel,Mumbai City
Eknath Rane,9482133964,eknathrane@nexora.in,farm123,Erandol,Jalgaon
Kamal Ohol,8789309234,kamalohol@nexora.in,farm123,Akkalkuwa,Nandurbar
Vinod Bansode,8350310999,vinodbansode@nexora.in,farm123,Sakoli,Bhandara
Hanumant Jagtap,7081484624,hanumantjagtap@nexora.in,farm123,Murtajapur,Akola
Yogesh Satpute,8746681450,yogeshsatpute@nexora.in,farm123,Deola,Nashik
Anita Shelke,6581009949,anitashelke@nexora.in,farm123,Dhule,Dhule
Manisha Bhandare,9757194914,manishabhandar@nexora.in,farm123,Malegaon,Washim
Umesh Adsul,9903219070,umeshadsul@nexora.in,farm123,Sangrampur,Buldhana
Sadashiv Dhumal,9579291848,sadashivdhumal@nexora.in,farm123,Lohara,Dharashiv (Osmanabad)
Jagdish Tupe,6640263783,jagdishtupe2@nexora.in,farm123,Colaba,Mumbai City
Vasant Adsul,8747113702,vasantadsul2@nexora.in,farm123,Gaganbawada,Kolhapur
Vandana Bhandare,7416264954,vandanabhandar@nexora.in,farm123,Sawantwadi,Sindhudurg
Ishwar Chougule,6593034174,ishwarchougule@nexora.in,farm123,Gadchiroli,Gadchiroli
Suresh Hande,6668760678,sureshhande2@nexora.in,farm123,Udgir,Latur
Eknath Deshpande,8660086673,eknathdeshpand@nexora.in,farm123,Deoli,Wardha
Kailas Wagh,6185718756,kailaswagh@nexora.in,farm123,Guhagar,Ratnagiri
Suresh Waghmare,7978678775,sureshwaghmare2@nexora.in,farm123,Kavathemahankal,Sangli
Bandu Bhandare,6096479778,bandubhandare@nexora.in,farm123,Chandur,Amravati
Kailas Wagh,7238757520,kailaswagh2@nexora.in,farm123,Goregaon,Gondia
Bapurao Lokhande,7048559277,bapuraolokhand@nexora.in,farm123,Kamptee,Nagpur
Shrikant Landge,8499528964,shrikantlandge2@nexora.in,farm123,Naigaon,Nanded
Madhukar Yadav,6593211254,madhukaryadav@nexora.in,farm123,Bhandara,Bhandara
Ramchandra Vhatkar,7310385756,ramchandravhat@nexora.in,farm123,Dodamarg,Sindhudurg
Tanaji Joshi,6238574182,tanajijoshi@nexora.in,farm123,Satara,Satara
Rajendra Satpute,8516635605,rajendrasatput@nexora.in,farm123,Akkalkot,Solapur
Ravi Kulkarni,8085134769,ravikulkarni@nexora.in,farm123,Borivali,Mumbai Suburban
Kalpana Nalawade,8471580835,kalpananalawad@nexora.in,farm123,Ghansawangi,Jalna
Ramesh Zende,6351527516,rameshzende@nexora.in,farm123,Vikramgad,Palghar
Sushila Chavhan,7474744333,sushilachavhan@nexora.in,farm123,Samudrapur,Wardha
Chandrakant Khedkar,8698223890,chandrakantkhe2@nexora.in,farm123,Colaba,Mumbai City
Umesh Mahajan,7471746424,umeshmahajan@nexora.in,farm123,Akkalkuwa,Nandurbar
Keshav Lokhande,6786741700,keshavlokhande@nexora.in,farm123,Babhulgaon,Yavatmal
Sadashiv Gawali,9457613581,sadashivgawali@nexora.in,farm123,Dindori,Nashik
Jyoti Chavhan,9457457210,jyotichavhan@nexora.in,farm123,Ashti,Wardha
Arun More,6865403390,arunmore@nexora.in,farm123,Ratnagiri,Ratnagiri
Nitin Bhagat,6492245600,nitinbhagat@nexora.in,farm123,Byculla,Mumbai City
Bharat Sathe,7716235422,bharatsathe@nexora.in,farm123,Bandra,Mumbai Suburban
Kiran Kadam,6311303354,kirankadam@nexora.in,farm123,Arvi,Wardha
Kamal Chavan,6768575689,kamalchavan@nexora.in,farm123,Shrirampur,Ahilyanagar (Ahmednagar)
Sunil Satpute,9415097574,sunilsatpute@nexora.in,farm123,Sadak-Arjuni,Gondia
Arun Pawar,8018401900,arunpawar2@nexora.in,farm123,Dharur,Beed
Tanaji Sathe,7840320650,tanajisathe@nexora.in,farm123,Jalna,Jalna
Chandrakant Tupe,6342775944,chandrakanttup@nexora.in,farm123,Koregaon,Satara
Tukaram Kulkarni,8375052296,tukaramkulkarn@nexora.in,farm123,Mahad,Raigad
Neelam Gadhave,9433655631,neelamgadhave@nexora.in,farm123,Nandurbar,Nandurbar
Manohar Rane,7232914120,manoharrane@nexora.in,farm123,Dadar,Mumbai City
Sachin Nikam,7794970239,sachinnikam@nexora.in,farm123,Maval,Pune
Keshav Jadhav,8039891463,keshavjadhav@nexora.in,farm123,Parel,Mumbai City
Chandrakant Naikwadi,6999353605,chandrakantnai@nexora.in,farm123,Motala,Buldhana
Prashant Khedkar,8059768439,prashantkhedka@nexora.in,farm123,Bhum,Dharashiv (Osmanabad)
Govind Kulkarni,8773027233,govindkulkarni@nexora.in,farm123,Phulambri,Chhatrapati Sambhajinagar (Aurangabad)
Madhuri Ghule,9714774744,madhurighule@nexora.in,farm123,Parli,Beed
Ajit Bhosale,9385348792,ajitbhosale2@nexora.in,farm123,Basmath,Hingoli
Vinod Kachare,9101426564,vinodkachare@nexora.in,farm123,Bhum,Dharashiv (Osmanabad)
Anita Bhagat,6518636014,anitabhagat@nexora.in,farm123,Gadhinglaj,Kolhapur
Dnyaneshwar Hande,6680127172,dnyaneshwarhan@nexora.in,farm123,Mangrulpir,Washim
Shobha Dhumal,7863230984,shobhadhumal@nexora.in,farm123,Thane,Thane
Mangal Pardeshi,9845704358,mangalpardeshi@nexora.in,farm123,Jalkot,Latur
Radhika Chougule,7157425470,radhikachougul@nexora.in,farm123,Kinwat,Nanded
