name,mobile,email,password,taluka,district,companyName
Ravindra Nalawade,6578299179,sureshfoodgrains2@nexora.in,buy123,Solapur South,Solapur,Suresh Foodgrains Pvt Ltd
Manohar Nikam,8545956641,sureshcitrusexpo@nexora.in,buy123,Mouda,Nagpur,Suresh Citrus Exports Pvt Ltd
Hanumant Khedkar,8118647361,swarajagrotradin@nexora.in,buy123,Parel,Mumbai City,Swaraj Agro Trading Co.
Dilip Holkar,8563616553,yashwanttextiles@nexora.in,buy123,Bhadravati,Chandrapur,Yashwant Textiles Pvt Ltd
Milind Gadhave,7369774273,tapiricetradersp@nexora.in,buy123,Deori,Gondia,Tapi Rice Traders Pvt Ltd
Baburao Wagh,7309746164,rajmatasantratra@nexora.in,buy123,Tiosa,Amravati,Rajmata Santra Traders
Dattatray Rane,9581887633,waranaorangeproc@nexora.in,buy123,Deoli,Wardha,Warana Orange Processing Co.
Shobha Vhatkar,8865735542,bhairavgadcotton@nexora.in,buy123,Malegaon,Washim,Bhairavgad Cotton Mills Ltd
Rahul Lokhande,9766721767,pavanaseedspvtlt@nexora.in,buy123,Sillod,Chhatrapati Sambhajinagar (Aurangabad),Pavana Seeds Pvt Ltd
Ashok Bhagat,8559636839,vitthalcooperati@nexora.in,buy123,Umarga,Dharashiv (Osmanabad),Vitthal Cooperative Sugar Karkhana
Manohar Yadav,8498003893,tarangansugarmil@nexora.in,buy123,Bhudargad,Kolhapur,Tarangan Sugar Mills Ltd
Vasant More,7058905995,purnavalleytexti@nexora.in,buy123,Dhule,Dhule,Purna Valley Textiles Pvt Ltd
Vishal Kale,6707658568,ajinkyatomatotra@nexora.in,buy123,Yeola,Nashik,Ajinkya Tomato Traders
Seema Mane,6222029729,adarshricetrader@nexora.in,buy123,Alibag,Raigad,Adarsh Rice Traders Pvt Ltd
Shivaji Bhagat,7054046891,adarshtomatotrad@nexora.in,buy123,Malegaon,Nashik,Adarsh Tomato Traders
Rekha Powar,7198296572,rameshfoodsexpor2@nexora.in,buy123,Kurla,Mumbai Suburban,Ramesh Foods & Exports Pvt Ltd
Chandrakant Kale,9365852403,waranaagrotechpv@nexora.in,buy123,Fort,Mumbai City,Warana AgroTech Pvt Ltd
Anjali More,9855391429,khandobaagrotrad@nexora.in,buy123,Borivali,Mumbai Suburban,Khandoba Agro Trading Co.
Ajit Thorat,9960036907,karhaforestprodu@nexora.in,buy123,Etapalli,Gadchiroli,Karha Forest Produce Traders
Deepak Sable,7502053308,pragatipulsestra@nexora.in,buy123,Renapur,Latur,Pragati Pulses Traders Pvt Ltd
Sunil Damle,6848928274,sureshricemills2@nexora.in,buy123,Bhandara,Bhandara,Suresh Rice Mills
Ajit Waghmare,8513137353,bhimahapusexport@nexora.in,buy123,Khed,Ratnagiri,Bhima Hapus Exports Pvt Ltd
Rajesh Jadhav,8815273471,ektahaldiudyog@nexora.in,buy123,Pathri,Parbhani,Ekta Haldi Udyog
Prashant Nikam,7898578439,indrayanifoodsex@nexora.in,buy123,Colaba,Mumbai City,Indrayani Foods & Exports Pvt Ltd
Neelam Borate,7967274819,maratharicetrade@nexora.in,buy123,Shahapur,Thane,Maratha Rice Traders Pvt Ltd
Sarika More,7425915486,ganrajgulbhandar@nexora.in,buy123,Ajra,Kolhapur,Ganraj Gul Bhandar
Santosh Mahajan,8266854657,sahyadriagrotech@nexora.in,buy123,Malad,Mumbai Suburban,Sahyadri AgroTech Pvt Ltd
Manohar Khedkar,8179298097,shivneriturmeric2@nexora.in,buy123,Mangrulpir,Washim,Shivneri Turmeric Processing Co.
Namdev Deshpande,6572333288,mahindraagrofood@nexora.in,buy123,Sindkheda,Dhule,Mahindra Agro Foods Pvt Ltd
Chandrakant Nalawade,8227914208,vijaycottonginni@nexora.in,buy123,Parbhani,Parbhani,Vijay Cotton Ginning & Pressing
Anjali Holkar,7117717630,waingangaagrotec@nexora.in,buy123,Borivali,Mumbai Suburban,Wainganga AgroTech Pvt Ltd
Shivaji Suryawanshi,7078487643,ganeshricemills@nexora.in,buy123,Gadchiroli,Gadchiroli,Ganesh Rice Mills
Swati Chavan,9167513613,mulamuthafisheri@nexora.in,buy123,Mangaon,Raigad,Mula-Mutha Fisheries Pvt Ltd
Seema Pawar,7809773564,shubhamseedspvtl@nexora.in,buy123,Jafrabad,Jalna,Shubham Seeds Pvt Ltd
Sunil Nikam,6117286023,adityaturmericpr@nexora.in,buy123,Sailu,Parbhani,Aditya Turmeric Processing Co.
Hanumant Pawar,8593775268,girnarcooperativ@nexora.in,buy123,Akole,Ahilyanagar (Ahmednagar),Girnar Cooperative Sugar Karkhana
Vinod Lokhande,7509010277,rajhansagrofoods@nexora.in,buy123,Akkalkuwa,Nandurbar,Rajhans Agro Foods Pvt Ltd
Pooja Lokhande,6796902566,godavarivalleytu@nexora.in,buy123,Shahuwadi,Kolhapur,Godavari Valley Turmeric Processing Co.
Ashok Dhumal,8133747868,harihareshwarfre@nexora.in,buy123,Junnar,Pune,Harihareshwar Fresh Vegetable Traders
Archana Gaikwad,7937159502,bhimafoodgrainsp@nexora.in,buy123,Shirur Anantpal,Latur,Bhima Foodgrains Pvt Ltd
Meera Jagtap,8805470666,sarthisantratrad@nexora.in,buy123,Nagpur Rural,Nagpur,Sarthi Santra Traders
Kiran Sathe,7721575862,ekvirasoyaproces2@nexora.in,buy123,Purna,Parbhani,Ekvira Soya Processors
Amol Takawale,9521387803,bhairavnathhapus2@nexora.in,buy123,Vada,Palghar,Bhairavnath Hapus Exports Pvt Ltd
Vinod Khedkar,7742441507,malharhaldiudyog@nexora.in,buy123,Sonpeth,Parbhani,Malhar Haldi Udyog
Popat Gaikwad,8287064411,anjalifruittrade2@nexora.in,buy123,Parola,Jalgaon,Anjali Fruit Traders Pvt Ltd
Sopan Damle,6137723818,malharsoybeantra@nexora.in,buy123,Hingoli,Hingoli,Malhar Soybean Traders
Rupali More,6221948674,tarangancooperat@nexora.in,buy123,Karvir,Kolhapur,Tarangan Cooperative Sugar Karkhana
Rupali Shelke,6867518326,waranaricetrader@nexora.in,buy123,Amgaon,Gondia,Warana Rice Traders Pvt Ltd
Kalpana Ghorpade,7651233080,mulacottonginnin@nexora.in,buy123,Sindkheda,Dhule,Mula Cotton Ginning & Pressing
Chandrakant Joshi,8266262478,harihareshwardai@nexora.in,buy123,Rahuri,Ahilyanagar (Ahmednagar),Harihareshwar Dairy Pvt Ltd
Shivaji Khedkar,6785974487,krantihaldiudyog2@nexora.in,buy123,Naigaon,Nanded,Kranti Haldi Udyog
Meera Rathod,7783830640,bhairavnathkanda@nexora.in,buy123,Nashik,Nashik,Bhairavnath Kanda Vyapari Sangh
Anita Borate,7340342126,tuljabhavanitext4@nexora.in,buy123,Anjangaon-Surji,Amravati,Tulja Bhavani Textiles Pvt Ltd
Kavita Damle,9147301112,santtukarambanan@nexora.in,buy123,Malshiras,Solapur,Sant Tukaram Banana Exports
Shobha Ghorpade,6561969976,kavericottonginn@nexora.in,buy123,Korpana,Chandrapur,Kaveri Cotton Ginning & Pressing
Rajendra Gawali,8702496036,priyatextilespvt@nexora.in,buy123,Akola,Akola,Priya Textiles Pvt Ltd
Vasant Ubale,7237185304,shubhamagroindus@nexora.in,buy123,Shegaon,Buldhana,Shubham Agro Industries
Pooja Sathe,7950259905,navnathcottonmil@nexora.in,buy123,Umred,Nagpur,Navnath Cotton Mills Ltd
Ravindra Pawar,6716928455,ganrajmilkproduc@nexora.in,buy123,Kopargaon,Ahilyanagar (Ahmednagar),Ganraj Milk Producers Co.
Shivaji Takawale,6367171255,prithvirajagroin@nexora.in,buy123,Digras,Yavatmal,Prithviraj Agro Industries
Tanaji Suryawanshi,9063492228,vijaycitrusexpor@nexora.in,buy123,Ramtek,Nagpur,Vijay Citrus Exports Pvt Ltd
Raghunath Fadnavis,8993539721,saigrainsmaizetr2@nexora.in,buy123,Talode,Nandurbar,Sai Grains & Maize Traders
Sarika Ghorpade,6334046129,digvijayfreshveg@nexora.in,buy123,Velhe,Pune,Digvijay Fresh Vegetable Traders
Baburao Thorat,6271829726,priyasugarmillsl@nexora.in,buy123,Karvir,Kolhapur,Priya Sugar Mills Ltd
Manohar Chavan,8738344922,rajgadcottontrad@nexora.in,buy123,Mehkar,Buldhana,Rajgad Cotton Traders
Balasaheb Thorat,7548337145,kalikamishtanbha@nexora.in,buy123,Partur,Jalna,Kalika Mishtan Bhandar
Mahendra Rathod,8272573996,bhairavgadagroin3@nexora.in,buy123,Sindkhed Raja,Buldhana,Bhairavgad Agro Industries
Sachin Waghmare,7030339408,vitthalalphonsoe@nexora.in,buy123,Poladpur,Raigad,Vitthal Alphonso Exports
Hanumant Mahajan,9366547929,vaibhavhaldiudyo@nexora.in,buy123,Kadegaon,Sangli,Vaibhav Haldi Udyog
Tanaji Kulkarni,6213149944,ganeshspicetrade@nexora.in,buy123,Basmath,Hingoli,Ganesh Spice Traders
Ravindra Jagtap,7236056243,balajifruitexpor@nexora.in,buy123,Majalgaon,Beed,Balaji Fruit Exports Pvt Ltd
Neelam Bhagat,8406546791,vinayakforestpro@nexora.in,buy123,Gadchiroli,Gadchiroli,Vinayak Forest Produce Traders
Dattatray Fadnavis,7817131063,digvijaysitaphal@nexora.in,buy123,Shirur-Kasar,Beed,Digvijay Sitaphal Traders
Pravin Thorat,6004997294,purnavalleyfoodg2@nexora.in,buy123,Sakoli,Bhandara,Purna Valley Foodgrains Pvt Ltd
Vandana Lokhande,7191704823,anjaliagroindust@nexora.in,buy123,Pusad,Yavatmal,Anjali Agro Industries
Shivaji Fadnavis,9817571824,krishnavalleysug3@nexora.in,buy123,Pandharpur,Solapur,Krishna Valley Sugars Pvt Ltd
Ajit Kale,7438338843,tuljabhavanigrai@nexora.in,buy123,Chakur,Latur,Tulja Bhavani Grains Traders
Milind Ghorpade,6588571546,kalikaricetrader@nexora.in,buy123,Rajura,Chandrapur,Kalika Rice Traders Pvt Ltd
Anand Nikam,6626395462,rushikeshhapusex@nexora.in,buy123,Sangameshwar,Ratnagiri,Rushikesh Hapus Exports Pvt Ltd
Nitin Sable,9329340053,malharoilmillspv2@nexora.in,buy123,Washim,Washim,Malhar Oil Mills Pvt Ltd
Vishal Shinde,6858322362,vinayaktenduleav@nexora.in,buy123,Bhadravati,Chandrapur,Vinayak Tendu Leaves Co.
Mangesh Mahajan,8813302901,deccantextilespv@nexora.in,buy123,Mukhed,Nanded,Deccan Textiles Pvt Ltd
Eknath Yadav,6083844661,khandobaonionveg@nexora.in,buy123,Sangamner,Ahilyanagar (Ahmednagar),Khandoba Onion & Vegetable Traders
Ganesh Mane,9492865841,shrishtisoybeant@nexora.in,buy123,Khamgaon,Buldhana,Shrishti Soybean Traders
Mahendra Kale,9139703570,kundacottonginni@nexora.in,buy123,Khuldabad,Chhatrapati Sambhajinagar (Aurangabad),Kunda Cotton Ginning & Pressing
Dilip Holkar,8587889858,prithvirajberryf2@nexora.in,buy123,Patan,Satara,Prithviraj Berry Foods Pvt Ltd
Ramesh More,9365838294,navnathorangepro@nexora.in,buy123,Nagpur Rural,Nagpur,Navnath Orange Processing Co.
Gopichand Ubale,6320846514,rushikeshcoopera@nexora.in,buy123,Pathardi,Ahilyanagar (Ahmednagar),Rushikesh Cooperative Sugar Karkhana
Ajit Thorat,6796825688,nilkanthfoodgrai@nexora.in,buy123,Lakhandur,Bhandara,Nilkanth Foodgrains Pvt Ltd
Nanda Joshi,6742135755,jagdambacottonmi@nexora.in,buy123,Zari Jamani,Yavatmal,Jagdamba Cotton Mills Ltd
Bharat Yadav,8054032763,shubhamagrotechp@nexora.in,buy123,Byculla,Mumbai City,Shubham AgroTech Pvt Ltd
Milind Ubale,8696732762,santtukaramfores@nexora.in,buy123,Gondpimpri,Chandrapur,Sant Tukaram Forest Produce Traders
Sanjay Kadam,7164184854,khandobaoniontra2@nexora.in,buy123,Sinnar,Nashik,Khandoba Onion Traders
Ajit Kale,7923384107,saraswatiricemil@nexora.in,buy123,Gadchiroli,Gadchiroli,Saraswati Rice Mills
Swati Nikam,9658759017,girnaragrotradin@nexora.in,buy123,Borivali,Mumbai Suburban,Girnar Agro Trading Co.
Ramesh Suryawanshi,8757748003,niratextilespvtl2@nexora.in,buy123,Ashti,Wardha,Nira Textiles Pvt Ltd
Ganesh Solanke,7467799625,sinhagadfoodsexp@nexora.in,buy123,Borivali,Mumbai Suburban,Sinhagad Foods & Exports Pvt Ltd
Sunita Waghmare,8024491273,laxmiricemills2@nexora.in,buy123,Tumsar,Bhandara,Laxmi Rice Mills
Amol Bhandare,7123953516,rajgadcoconuttra@nexora.in,buy123,Pen,Raigad,Rajgad Coconut Traders
Madhuri Kadam,9837639675,ramrajacottonmil2@nexora.in,buy123,Malegaon,Washim,Ramraja Cotton Mills Ltd
Nanda Jagtap,7251369806,pragatiagrofoods@nexora.in,buy123,Sindkheda,Dhule,Pragati Agro Foods Pvt Ltd
Bapurao Sable,7686142733,bhairavnathpulse@nexora.in,buy123,Renapur,Latur,Bhairavnath Pulses Traders Pvt Ltd
Kalpana Rathod,8303897602,tapicottonmillsl3@nexora.in,buy123,Sillod,Chhatrapati Sambhajinagar (Aurangabad),Tapi Cotton Mills Ltd
Ajit Randhawa,8359384303,shreefisheriespv@nexora.in,buy123,Khed,Ratnagiri,Shree Fisheries Pvt Ltd
Madhuri Ghadge,9323069995,samruddhionionve@nexora.in,buy123,Shrirampur,Ahilyanagar (Ahmednagar),Samruddhi Onion & Vegetable Traders
Shrikant Deshmukh,9304759611,chandraricetrade2@nexora.in,buy123,Bhadravati,Chandrapur,Chandra Rice Traders Pvt Ltd
Ajit Vhatkar,7922641592,bhagwanricetrade@nexora.in,buy123,Kurkheda,Gadchiroli,Bhagwan Rice Traders Pvt Ltd
Anand Randhawa,6539041945,vishwasbananaexp@nexora.in,buy123,Erandol,Jalgaon,Vishwas Banana Exports
Shrikant Damle,9065180299,rajlaxmifruitexp@nexora.in,buy123,Patoda,Beed,Rajlaxmi Fruit Exports Pvt Ltd
Amol Bhosale,9484629716,rajendraricetrad@nexora.in,buy123,Deori,Gondia,Rajendra Rice Traders Pvt Ltd
Shivaji Jagtap,9522719328,shreeramgrainsma@nexora.in,buy123,Sindkheda,Dhule,Shreeram Grains & Maize Traders
Prashant Gaikwad,7147649534,ajinkyafisheries@nexora.in,buy123,Sawantwadi,Sindhudurg,Ajinkya Fisheries Pvt Ltd
Vinod Wagh,8159150811,girnarwinespvtlt@nexora.in,buy123,Mangalvedhe,Solapur,Girnar Wines Pvt Ltd
Jyoti Kale,7663262872,suvarnavineyards@nexora.in,buy123,Surgana,Nashik,Suvarna Vineyards
Amol Rane,6223819179,adarshricetrader2@nexora.in,buy123,Gondia,Gondia,Adarsh Rice Traders Pvt Ltd
Sanjay Takawale,6832688348,shivnericottongi@nexora.in,buy123,Khamgaon,Buldhana,Shivneri Cotton Ginning & Pressing
Ravindra Takawale,9098343614,shivneribetelnut@nexora.in,buy123,Dodamarg,Sindhudurg,Shivneri Betelnut Exports
Kiran Ubale,7309795399,laxmisugarfactor@nexora.in,buy123,Haveli,Pune,Laxmi Sugar Factory
Deepak Shelke,6199892891,rajmatamishtanbh@nexora.in,buy123,Aurangabad,Chhatrapati Sambhajinagar (Aurangabad),Rajmata Mishtan Bhandar
Sachin Solanke,6243698184,mahindracottonmi2@nexora.in,buy123,Manora,Washim,Mahindra Cotton Mills Ltd
Pravin Ghorpade,8169269433,panchvaticoopera@nexora.in,buy123,Solapur South,Solapur,Panchvati Cooperative Sugar Karkhana
Pooja Suryawanshi,9735801837,bhimasahakarisak@nexora.in,buy123,Khandala,Satara,Bhima Sahakari Sakhar Karkhana
Amol Salunkhe,8789121678,malharturmericpr@nexora.in,buy123,Sengaon,Hingoli,Malhar Turmeric Processing Co.
Ravindra Rane,9000680192,sureshvineyardsw@nexora.in,buy123,Surgana,Nashik,Suresh Vineyards & Wines Pvt Ltd
Vishal Khedkar,6153712247,digvijayseedspvt@nexora.in,buy123,Bhokardan,Jalna,Digvijay Seeds Pvt Ltd
Kavita Mahajan,8363091896,shivneriricetrad@nexora.in,buy123,Tumsar,Bhandara,Shivneri Rice Traders Pvt Ltd
Balasaheb Nikam,7918186949,manasagrotechpvt@nexora.in,buy123,Borivali,Mumbai Suburban,Manas AgroTech Pvt Ltd
Rekha Gadhave,8442225072,purnavalleysantr@nexora.in,buy123,Mouda,Nagpur,Purna Valley Santra Traders
Nitin Nikam,7689052688,aishwaryaagrotra@nexora.in,buy123,Dadar,Mumbai City,Aishwarya Agro Trading Co.
Mahendra Damle,6672919359,waingangacottont@nexora.in,buy123,Georai,Beed,Wainganga Cotton Traders
Baburao Chougule,7164684160,harihareshwarfoo@nexora.in,buy123,Nilanga,Latur,Harihareshwar Foodgrains Pvt Ltd
Sunita Bhosale,9850370599,tuljabhavanitext3@nexora.in,buy123,Kalamnuri,Hingoli,Tulja Bhavani Textiles Pvt Ltd
Vijay Rathod,7057552004,swarajfisheriesp@nexora.in,buy123,Mokhada,Palghar,Swaraj Fisheries Pvt Ltd
Shivaji Randhawa,7094167131,konkankokumproce@nexora.in,buy123,Rajapur,Ratnagiri,Konkan Kokum Processing Co.
Sanjay More,6851274983,godavarioilmills3@nexora.in,buy123,Jalgaon Jamod,Buldhana,Godavari Oil Mills Pvt Ltd
Manohar Damle,9134580394,padmavaticottont2@nexora.in,buy123,Kelapur,Yavatmal,Padmavati Cotton Traders
Anand Damle,7644203527,krishnavalleytur@nexora.in,buy123,Karanja,Washim,Krishna Valley Turmeric Processing Co.
Rekha Borate,7858365185,godavarioilmills@nexora.in,buy123,Ausa,Latur,Godavari Oil Mills Pvt Ltd
Rajendra Wagh,7773817128,bhairavnathagris@nexora.in,buy123,Partur,Jalna,Bhairavnath Agri Seeds Co.
Namdev Pawar,9320963547,navnathagroindus@nexora.in,buy123,Latur,Latur,Navnath Agro Industries
Hanumant More,6424937566,rajendramangotra@nexora.in,buy123,Khed,Ratnagiri,Rajendra Mango Traders
Anjali Rane,6614590865,ektafoodgrainspv@nexora.in,buy123,Goregaon,Gondia,Ekta Foodgrains Pvt Ltd
Kalpana Borate,9305854179,padmavatianartra@nexora.in,buy123,Parner,Ahilyanagar (Ahmednagar),Padmavati Anar Traders
Archana Gadhave,6635603281,tuljabhavanisoyb@nexora.in,buy123,Pathri,Parbhani,Tulja Bhavani Soybean Traders
Shivaji Chavan,8472410309,samruddhioilmill@nexora.in,buy123,Akola,Akola,Samruddhi Oil Mills Pvt Ltd
Santosh Salunkhe,7881011287,marathafoodgrain@nexora.in,buy123,Korchi,Gadchiroli,Maratha Foodgrains Pvt Ltd
Seema Ubale,7490678185,jaihindtextilesp@nexora.in,buy123,Seloo,Wardha,Jaihind Textiles Pvt Ltd
Sunil Shelke,8479580451,aishwaryaricetra@nexora.in,buy123,Etapalli,Gadchiroli,Aishwarya Rice Traders Pvt Ltd
Amol Bhagat,7455893383,panchvatisugarfa@nexora.in,buy123,Shevgaon,Ahilyanagar (Ahmednagar),Panchvati Sugar Factory
Namdev Solanke,8005815088,yashwantagroindu2@nexora.in,buy123,Babhulgaon,Yavatmal,Yashwant Agro Industries
Gopal Ghorpade,9019746770,bhogawaticottong2@nexora.in,buy123,Karanja,Wardha,Bhogawati Cotton Ginning & Pressing
Vinod Mane,6429286713,vaibhavtextilesp4@nexora.in,buy123,Sillod,Chhatrapati Sambhajinagar (Aurangabad),Vaibhav Textiles Pvt Ltd
Kavita Thorat,9323324935,vaibhavkandavyap@nexora.in,buy123,Sinnar,Nashik,Vaibhav Kanda Vyapari Sangh
Snehal Rane,9209079861,mulachikooexport@nexora.in,buy123,Vada,Palghar,Mula Chikoo Exports
Rupali Suryawanshi,6582903451,suryacottonginni2@nexora.in,buy123,Washim,Washim,Surya Cotton Ginning & Pressing
Rupali More,9176731287,manasagroexports2@nexora.in,buy123,Ambegaon,Pune,Manas Agro Exports Pvt Ltd
Popat Vhatkar,7412800937,ashokaagrotradin@nexora.in,buy123,Fort,Mumbai City,Ashoka Agro Trading Co.
Yogesh Sable,6583055049,amrutaagrotechpv2@nexora.in,buy123,Malad,Mumbai Suburban,Amruta AgroTech Pvt Ltd
Vandana Powar,7000269446,mahindratendulea@nexora.in,buy123,Dhanora,Gadchiroli,Mahindra Tendu Leaves Co.
Gopichand Jagtap,8748900285,rajendrasugarfac@nexora.in,buy123,Shrirampur,Ahilyanagar (Ahmednagar),Rajendra Sugar Factory
Kalpana Sathe,9254536208,godavariwinespvt@nexora.in,buy123,Indapur,Pune,Godavari Wines Pvt Ltd
Kavita Bhagat,6822720558,rushikeshsugarfa@nexora.in,buy123,Mahabaleshwar,Satara,Rushikesh Sugar Factory
Seema Vhatkar,7535833917,marathagulbhanda2@nexora.in,buy123,Ajra,Kolhapur,Maratha Gul Bhandar
Shobha Yadav,9409979813,anjalikajuudyog@nexora.in,buy123,Kudal,Sindhudurg,Anjali Kaju Udyog
Popat Suryawanshi,8670131985,shivshaktisweets@nexora.in,buy123,Phulambri,Chhatrapati Sambhajinagar (Aurangabad),Shivshakti Sweets & Foods Pvt Ltd
Manohar Sable,8323909024,kedareshwarcotto@nexora.in,buy123,Yavatmal,Yavatmal,Kedareshwar Cotton Ginning & Pressing
Gopal Solanke,7019001847,panchgangasugarf@nexora.in,buy123,Pandharpur,Solapur,Panchganga Sugar Factory
Shankar Deshmukh,6531693222,purnavalleycotto5@nexora.in,buy123,Nandura,Buldhana,Purna Valley Cotton Mills Ltd
Madhuri More,6165168792,purnavalleygrain@nexora.in,buy123,Karmala,Solapur,Purna Valley Grains Traders
Sanjay Takawale,9244198772,nirasitaphaltrad@nexora.in,buy123,Kaij,Beed,Nira Sitaphal Traders
Rekha Kadam,6694313475,laxmiagrotrading@nexora.in,buy123,Malad,Mumbai Suburban,Laxmi Agro Trading Co.
Mahendra Bhosale,6046113835,prithvirajberryf@nexora.in,buy123,Maan,Satara,Prithviraj Berry Foods Pvt Ltd
Chandrakant Dhumal,9978258003,vijayricetraders@nexora.in,buy123,Etapalli,Gadchiroli,Vijay Rice Traders Pvt Ltd
Prashant Fadnavis,8421979030,rajendraguludyog@nexora.in,buy123,Panhala,Kolhapur,Rajendra Gul Udyog
Santosh Gaikwad,9470188399,vaishnavisweetsf@nexora.in,buy123,Ambad,Jalna,Vaishnavi Sweets & Foods Pvt Ltd
Amol Solanke,7525634367,swarajcottonginn2@nexora.in,buy123,Aurangabad,Chhatrapati Sambhajinagar (Aurangabad),Swaraj Cotton Ginning & Pressing
Vandana Takawale,8852188715,kedareshwarhaldi@nexora.in,buy123,Hingoli,Hingoli,Kedareshwar Haldi Udyog
Milind Yadav,7672141278,shrishtialphonso@nexora.in,buy123,Vaibhavwadi,Sindhudurg,Shrishti Alphonso Exports
Sarika Borate,7819591463,krantitextilespv2@nexora.in,buy123,Telhara,Akola,Kranti Textiles Pvt Ltd
Bharat Pawar,6530592831,nilkanthoilmills@nexora.in,buy123,Maregaon,Yavatmal,Nilkanth Oil Mills Pvt Ltd
Anand Wagh,9056559998,rajendratextiles2@nexora.in,buy123,Nandura,Buldhana,Rajendra Textiles Pvt Ltd
Shobha Bhandare,8679951595,bhairavgadgulbha@nexora.in,buy123,Shahuwadi,Kolhapur,Bhairavgad Gul Bhandar
Vijay Yadav,7122287821,ganrajagrotechpv@nexora.in,buy123,Byculla,Mumbai City,Ganraj AgroTech Pvt Ltd
Meera Solanke,6547594622,krantifoodsexpor@nexora.in,buy123,Colaba,Mumbai City,Kranti Foods & Exports Pvt Ltd
Ganesh Rane,9104974650,bhairavnathcashe@nexora.in,buy123,Vengurla,Sindhudurg,Bhairavnath Cashew Processors
Seema Dhumal,7668109522,nutancottonmills@nexora.in,buy123,Wardha,Wardha,Nutan Cotton Mills Ltd
Kiran Thorat,8593160205,vinayakagroexpor@nexora.in,buy123,Karad,Satara,Vinayak Agro Exports Pvt Ltd
Kiran Sable,9782369622,mahindrabetelnut@nexora.in,buy123,Pen,Raigad,Mahindra Betelnut Exports
Milind Gaikwad,8027287240,indrayaniagrotra@nexora.in,buy123,Dadar,Mumbai City,Indrayani Agro Trading Co.
Ravindra Borate,8343571644,laxmicottontrade2@nexora.in,buy123,Raver,Jalgaon,Laxmi Cotton Traders
Vinod Jadhav,6068385402,vishwasbetelnute@nexora.in,buy123,Devgad,Sindhudurg,Vishwas Betelnut Exports
Prakash Jagtap,8293978469,krantitextilespv@nexora.in,buy123,Bramhapuri,Chandrapur,Kranti Textiles Pvt Ltd
Swati Jagtap,7629688259,shivnerialphonso2@nexora.in,buy123,Guhagar,Ratnagiri,Shivneri Alphonso Exports
Shivaji Sathe,9546577079,rajlaxmipulsestr@nexora.in,buy123,Shirur Anantpal,Latur,Rajlaxmi Pulses Traders Pvt Ltd
Vasant Borate,9788781310,girnarkajuudyog@nexora.in,buy123,Khed,Ratnagiri,Girnar Kaju Udyog
Gopal Khedkar,6877032277,shivshaktisugarf@nexora.in,buy123,Kalamb,Dharashiv (Osmanabad),Shivshakti Sugar Factory
Nanda Zaware,9512434402,sinhagadseafoode@nexora.in,buy123,Lanja,Ratnagiri,Sinhagad Seafood Exports Co.
Kavita Bhagat,8897932185,rajhansagriseeds@nexora.in,buy123,Badnapur,Jalna,Rajhans Agri Seeds Co.
Bapurao Fadnavis,7805007129,khandobaorangepr@nexora.in,buy123,Hingna,Nagpur,Khandoba Orange Processing Co.
Neelam Ghorpade,6063943699,mangalmurtisunfl@nexora.in,buy123,Buldhana,Buldhana,Mangalmurti Sunflower Traders
Popat Vhatkar,7788029682,malharfoodsexpor@nexora.in,buy123,Bandra,Mumbai Suburban,Malhar Foods & Exports Pvt Ltd
Popat Ghorpade,7189262439,someshwarfreshve@nexora.in,buy123,Murbad,Thane,Someshwar Fresh Vegetable Traders
Archana Gawali,9933008788,ramrajaricemills@nexora.in,buy123,Ambarnath,Thane,Ramraja Rice Mills
Vinod Jagtap,9414356433,girnarsantratrad@nexora.in,buy123,Savner,Nagpur,Girnar Santra Traders
Manohar Kulkarni,7063452454,vijayfoodsexport@nexora.in,buy123,Malad,Mumbai Suburban,Vijay Foods & Exports Pvt Ltd
Dattatray Solanke,7132084395,santtukaramseeds@nexora.in,buy123,Vaijapur,Chhatrapati Sambhajinagar (Aurangabad),Sant Tukaram Seeds Pvt Ltd
Raghunath Nikam,8759183623,rajendratomatotr@nexora.in,buy123,Nandgaon,Nashik,Rajendra Tomato Traders
Sarika Shinde,9388620626,mahindrafreshveg@nexora.in,buy123,Sinnar,Nashik,Mahindra Fresh Vegetable Exports Pvt Ltd
Anand Powar,8104167767,ektasoybeantrade@nexora.in,buy123,Manora,Washim,Ekta Soybean Traders
